,Call Volume,Put Volume,Total Volume,Percent of cPut,Put signals,Percent of calls,Call signals,Option rVol,option rvol delta,Close,Volume,Name,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal,rvol,rvol SD,rvol signal,daily returns,volume delta,bb std delta,rvol delta,Option rVol SD,Option rVol signal
2016-03-11,41216.0,37849.0,79065.0,0.47870739265161577,False,0.5212926073483842,False,0.8289705450631177,-0.3607583009907066,41.5,16715500,TSLA,41.426666259765625,0.3596518356854131,41.78631809545104,41.06701442408021,0.0,0.0,0.0,0.6529383789526931,0.8964202282381812,0.0,0.011307162243904045,-0.35616754935002404,-0.41472845957032367,-0.287577268584414,0.7999259727281419,0.0
2016-03-14,71945.0,41462.0,113407.0,0.36560353417337554,False,0.6343964658266245,True,1.0630942820806866,0.2824270879247497,43.029998779296875,20328500,TSLA,41.855332692464195,1.0434100222386182,42.89874271470281,40.81192267022558,0.0,-1.0,-1.0,0.8194365504536861,0.8671441103797343,0.0,0.03686744046498491,0.2161466901977207,1.9011669584561424,0.254998292132949,0.8629421850660136,0.0
2016-03-15,33708.0,27371.0,61079.0,0.44812455999607065,False,0.5518754400039293,False,0.7226830105185938,-0.32020797900995224,43.667999267578125,15902500,TSLA,42.732666015625,1.1141634912881302,43.84682950691313,41.61850252433687,0.0,0.0,0.0,0.6570038928590979,0.8547901113782443,0.0,0.014826876746002027,-0.21772388518582286,0.06780984228780129,-0.19822481375117618,0.7572808943897993,0.0
2016-03-16,44292.0,37001.0,81293.0,0.45515604049549163,False,0.5448439595045084,False,0.9534754612380218,0.31935502476225697,44.38600158691406,17583500,TSLA,43.69466654459635,0.6783946206405734,44.373061165236926,43.01627192395578,0.0,-1.0,-1.0,0.7441979561907865,0.8432736369220484,0.0,0.016442299427009255,0.10570664989781475,-0.3911175281320217,0.13271468294083366,0.7808576124392647,0.0
2016-03-17,62852.0,56683.0,119535.0,0.4741958422219434,False,0.5258041577780567,False,1.369207390409573,0.43601743943336735,45.2760009765625,18914500,TSLA,44.4433339436849,0.8055325091973691,45.24886645288227,43.63780143448753,0.0,-1.0,-1.0,0.8014185674290901,0.8498765252145446,0.0,0.02005135308044581,0.07569596496715669,0.1874099302803225,0.07688896584880456,0.7705687597755542,0.0
2016-03-18,98223.0,71499.0,169722.0,0.4212712553469792,False,0.5787287446530208,False,1.3740817703413843,0.003560001184592876,46.54800033569336,23559000,TSLA,45.403334299723305,1.086609395698915,46.48994369542222,44.31672490402439,0.0,-1.0,-1.0,0.9800171593479448,0.8687333475573296,1.0,0.02809433986427634,0.24555235401411624,0.3489330142387552,0.22285307475691485,0.9033807235134799,1.0
2016-03-21,66644.0,54596.0,121240.0,0.45031342791158036,False,0.5496865720884196,False,0.8860478882915099,-0.3551709167414575,47.66400146484375,26539000,TSLA,46.49600092569987,1.1948491691370917,47.69085009483696,45.301151756562774,0.0,0.0,0.0,1.10114392169717,0.8913256734193795,1.0,0.023975275438301358,0.12649093764591024,0.0996124033775323,0.12359657297206605,1.0362489949872706,1.0
2016-03-22,50347.0,59928.0,110275.0,0.5434413965087281,False,0.4565586034912718,False,0.8245126944922827,-0.06944906095073511,46.847999572753906,21580000,TSLA,47.02000045776367,0.5775403521827013,47.59754080994637,46.44246010558097,0.0,0.0,0.0,0.9111559605137602,0.8896839401773882,1.0,-0.0171198780423778,-0.18685707826218023,-0.5166416254866752,-0.17253690225214635,1.0455313654004046,1.0
2016-03-23,68439.0,78935.0,147374.0,0.5356100804755248,False,0.46438991952447517,False,1.166890566894262,0.41524875807134576,44.51599884033203,24744000,TSLA,46.34266662597656,1.6337077986308164,47.97637442460738,44.70895882734575,1.0,0.0,1.0,1.0496977410117723,0.9047089158302304,1.0,-0.04977802155245348,0.14661723818350314,1.828733598365094,0.15205056708392095,1.0697983313671744,1.0
2016-03-24,81585.0,92627.0,174212.0,0.5316912727022248,False,0.4683087272977751,False,1.2101949469852569,0.0371109179554443,45.54999923706055,24804500,TSLA,45.63799921671549,1.1684882760723228,46.80648749278782,44.46951094064317,0.0,0.0,0.0,1.06115281036832,0.9179177617419454,1.0,0.02322761307540744,0.002445037180730747,-0.28476299308137387,0.010912731264436815,1.0490808123456274,1.0
2016-03-28,35996.0,35098.0,71094.0,0.49368441781303624,False,0.5063155821869637,False,0.5431445451767343,-0.5511925194120388,46.051998138427734,19628500,TSLA,45.37266540527344,0.783204268923389,46.15586967419683,44.589461136350046,0.0,0.0,0.0,0.8593838933109167,0.9144467470059116,0.0,0.011020832267297775,-0.20867181358221287,-0.32972860322056574,-0.19014124552652367,1.0467428326801715,0.0
2016-03-29,32568.0,24502.0,57070.0,0.4293323988084808,False,0.5706676011915192,False,0.5662155726644972,0.042476772882356295,46.0260009765625,20071500,TSLA,45.875999450683594,0.2826235439023771,46.15862299458597,45.59337590678122,0.0,0.0,0.0,0.8834666100327809,0.9227871623997093,0.0,-0.0005645175652767565,0.022569223323229082,-0.6391445308503259,0.028023234912027073,0.989767324670536,0.0
2016-03-30,44537.0,31707.0,76244.0,0.415862231782173,False,0.5841377682178269,False,1.11899729951861,0.9762743264951768,45.37799835205078,20165000,TSLA,45.81866582234701,0.3818505304948398,46.200516352841845,45.43681529185217,1.0,0.0,1.0,0.9145446155136971,0.9173391852820708,0.0,-0.014079055550398456,0.004658346411578584,0.3510924292518862,0.035177340182401595,0.8996254673437163,0.0
2016-03-31,84955.0,68468.0,153423.0,0.4462694641611753,False,0.5537305358388247,False,1.6051957019847456,0.4344947058185906,45.95399856567383,40064500,TSLA,45.7859992980957,0.3551685033523987,46.1411678014481,45.43083079474331,0.0,0.0,0.0,1.754379434992129,1.0188250654283864,1.0,0.012693380813193489,0.9868336226134391,-0.06987557960928825,0.9183092932067605,1.4311775769008495,1.0
2016-04-01,163804.0,120719.0,284523.0,0.4242855586367359,False,0.5757144413632641,False,1.6600264493669656,0.034158294415082446,47.518001556396484,79987500,TSLA,46.28333282470703,1.107361377004885,47.390694201711916,45.175971447702146,0.0,-1.0,-1.0,3.12097928223817,1.2898258158250702,1.0,0.03403410017710451,0.9964681950355052,2.1178479131809707,0.7789648122797177,2.4867917924573972,1.0
2016-04-04,100172.0,86425.0,186597.0,0.4631639308241826,False,0.5368360691758174,False,0.8963209899078206,-0.4600561995565652,49.39799880981445,67376500,TSLA,47.62333297729492,1.7244145242897684,49.34774750158469,45.89891845300515,0.0,-1.0,-1.0,2.4611948081360997,1.407834621977152,1.0,0.03956389561515339,-0.15766213470854817,0.5572283448731492,-0.21140302912517717,2.7872352363850568,1.0
2016-04-05,96513.0,66475.0,162988.0,0.40785211181191255,False,0.5921478881880875,False,0.7711052375935961,-0.1396996764820848,51.09400177001953,49743500,TSLA,49.33666737874349,1.788788847317061,51.12545622606055,47.547878531426434,0.0,0.0,0.0,1.7435292591924039,1.4602469583932827,1.0,0.03433343457363125,-0.2617084591808717,0.037331118545180564,-0.29159233822990016,2.7863649485856445,1.0
2016-04-06,144396.0,105269.0,249665.0,0.4216409989385777,False,0.5783590010614224,False,1.2498873591989987,0.6209037343586823,53.08399963378906,58527500,TSLA,51.19200007120768,1.8449534598092627,53.03695353101694,49.34704661139842,0.0,-1.0,-1.0,1.9244838805670779,1.5295020888109367,1.0,0.038947778502978814,0.17658588559309263,0.03139812313590906,0.10378639785975907,2.229689142853701,1.0
2016-04-07,137540.0,94121.0,231661.0,0.4062876358126746,False,0.5937123641873254,False,1.0786402282117105,-0.13701005112735398,51.439998626708984,44281000,TSLA,51.872666676839195,1.0632140450795444,52.93588072191874,50.80945263175965,0.0,0.0,0.0,1.39143632390071,1.5635486899834368,0.0,-0.030969802924074252,-0.24341548844560246,-0.4237176881472864,-0.27698208441699057,1.8220150861764102,0.0
2016-04-08,120871.0,112037.0,232908.0,0.4810354302986587,False,0.5189645697013413,False,0.9782844277925722,-0.09303917821192265,50.013999938964844,36819500,TSLA,51.51266606648763,1.5362893442181271,53.04895541070576,49.97637672226951,0.0,0.0,0.0,1.1375699791144012,1.5726708024656513,0.0,-0.027721592648016213,-0.1685034213319483,0.4449483162190446,-0.18244912859154605,1.6853097946441005,0.0
2016-04-11,96205.0,82306.0,178511.0,0.46106962596142537,False,0.5389303740385747,False,0.8327626422840082,-0.14875202075629823,49.98400115966797,45808500,TSLA,50.4793332417806,0.8320958286396514,51.31142907042025,49.64723741314095,0.0,0.0,0.0,1.3544215283496124,1.6001891185001056,0.0,-0.0005998076405303587,0.244136938307147,-0.4583729739640062,0.19062699721034337,1.3630454980472084,0.0
2016-04-12,55688.0,55962.0,111650.0,0.5012270488132557,False,0.4987729511867443,False,0.6403552877345053,-0.23104705324171304,49.56399917602539,28816000,TSLA,49.854000091552734,0.2515956675796122,50.10559575913235,49.60240442397312,1.0,0.0,1.0,0.8414456360738863,1.600874433962125,0.0,-0.008402728351036393,-0.37094644007116584,-0.6976361869390303,-0.3787416853162373,1.2398991104230201,0.0
2016-04-13,50073.0,44375.0,94448.0,0.4698352532610537,False,0.5301647467389463,False,0.7367066293300468,0.15046544229597947,50.90599822998047,24628000,TSLA,50.15133285522461,0.6864694366521049,50.83780229187671,49.464863418572506,0.0,-1.0,-1.0,0.7101069427745148,1.6021957924905041,0.0,0.02707608498638292,-0.14533592448639643,1.7284628676480924,-0.15608696232853103,1.1388950523201424,0.0
2016-04-14,46040.0,38365.0,84405.0,0.45453468396422014,False,0.5454653160357799,False,0.8716433220999439,0.1831620449684388,50.37200164794922,20661000,TSLA,50.28066635131836,0.6756455931270834,50.956311944445446,49.60502075819127,0.0,0.0,0.0,0.5930937773379388,1.5984989455110927,0.0,-0.010489855824431293,-0.16107682312814686,-0.015767407763715102,-0.16478245513187728,0.7770045043145031,0.0
2016-04-15,59753.0,48655.0,108408.0,0.4488137406833444,False,0.5511862593166555,False,1.1321550784826342,0.2988742640224342,50.902000427246094,18762000,TSLA,50.72666676839193,0.307155508416564,51.03382227680849,50.419511259975366,0.0,0.0,0.0,0.5386990770449935,1.5918375027706195,0.0,0.010521693837005852,-0.09191229853346883,-0.5453896073014264,-0.09171349012814156,0.6577613479478467,0.0
2016-04-18,38332.0,27123.0,65455.0,0.41437628905354823,False,0.5856237109464517,False,0.7603148667275853,-0.32843575833569205,50.7760009765625,21357000,TSLA,50.68333435058594,0.27688446000351197,50.96021881058945,50.40644989058242,0.0,0.0,0.0,0.6151519733857553,1.580313199416908,0.0,-0.0024753339677422437,0.1383114806523824,-0.09855284239929207,0.14192134272837498,0.6019897920084378,0.0
2016-04-19,55205.0,52497.0,107702.0,0.4874282743124547,False,0.5125717256875453,False,1.147536092909275,0.5092906151477741,49.4739990234375,31787500,TSLA,50.38400014241537,0.7905981866908434,51.17459832910621,49.593401955724524,1.0,0.0,1.0,0.9087160267776422,1.5725067859536324,0.0,-0.025642073579720925,0.48838788219319196,1.8553360729627641,0.47722199731576875,0.7851904709527305,0.0
2016-04-20,54608.0,43121.0,97729.0,0.44123034104513503,False,0.558769658954865,False,1.0823261445774237,-0.05682605430433885,49.99399948120117,25970500,TSLA,50.08133316040039,0.6553797754944587,50.73671293589485,49.42595338490593,0.0,0.0,0.0,0.7377941034425941,1.5666284980559764,0.0,0.010510580669198077,-0.1829964608729847,-0.17103303988383756,-0.188091679136712,0.8276084778557016,0.0
2016-04-21,29985.0,30028.0,60013.0,0.5003582557112626,False,0.4996417442887374,False,0.678256054007625,-0.37333487007981425,49.65800094604492,13915500,TSLA,49.708666483561196,0.2636766325206905,49.97234311608189,49.4449898510405,0.0,0.0,0.0,0.4015000530168767,1.5463721324488464,0.0,-0.006720777266131517,-0.4641805125045725,-0.597673528570886,-0.45581016283072473,0.8117010709607655,0.0
2016-04-22,56620.0,41520.0,98140.0,0.4230690849806399,False,0.5769309150193601,False,1.1506084835979085,0.6964219881257017,50.75,18931500,TSLA,50.13400014241537,0.5592992243110914,50.69329936672646,49.57470091810428,0.0,-1.0,-1.0,0.5508928019321915,1.5280788926268678,0.0,0.021990394964581217,0.36046135604182394,1.121155822434146,0.3720864986013719,0.6476432982357548,0.0
2016-04-25,32511.0,27784.0,60295.0,0.46080106144788124,False,0.5391989385521188,False,0.8280460338387168,-0.2803407539205267,50.36399841308594,18351500,TSLA,50.25733311971029,0.5537586090237017,50.81109172873399,49.703574510686586,0.0,0.0,0.0,0.5350092671482328,1.5174146467196366,0.0,-0.007605942599291926,-0.030636769405488207,-0.009906352532875862,-0.0288323512818629,0.536826710483543,0.0
2016-04-26,30944.0,23560.0,54504.0,0.4322618523411126,False,0.5677381476588874,False,0.7678818816656413,-0.07265798000886747,50.74800109863281,16119000,TSLA,50.62066650390625,0.22228333391340702,50.84294983781966,50.39838316999284,0.0,0.0,0.0,0.47264735592817775,1.5037993908428744,0.0,0.007624547248955116,-0.12165218102062503,-0.5985916421140588,-0.1165623009718385,0.5401962199930476,0.0
2016-04-27,29953.0,20704.0,50657.0,0.40870955642852913,False,0.5912904435714709,False,0.918497969248622,0.1961448644370587,50.29399871826172,16029000,TSLA,50.468666076660156,0.24443001082968788,50.713096087489845,50.22423606583047,0.0,0.0,0.0,0.47287579819363745,1.4884471609574166,0.0,-0.008946212078160598,-0.005583472920156374,0.09963264688529616,0.0004833249622460123,0.5114802581589053,0.0
2016-04-28,32532.0,30861.0,63393.0,0.4868203113908476,False,0.5131796886091524,False,1.1282971629270144,0.22841552262768605,49.54199981689453,12595000,TSLA,50.19466654459635,0.6091058474784082,50.80377239207476,49.58556069711794,1.0,0.0,1.0,0.3872599322794759,1.4204888959362567,0.0,-0.014952060296095304,-0.2142366959885208,1.4919437895979821,-0.18105360063088438,0.46894329368794413,0.0
2016-04-29,71325.0,58635.0,129960.0,0.45117728531855955,False,0.5488227146814404,False,1.5978033687143969,0.4161192824143909,48.152000427246094,27069000,TSLA,49.329332987467446,1.0867196303243853,50.416052617791834,48.24261335714306,1.0,0.0,1.0,0.9060010141427732,1.2194164093497466,0.0,-0.028056989923414988,1.1491861849940452,0.7841228003691225,1.33951653301673,0.7277595781568743,0.0
2016-05-02,28859.0,23131.0,51990.0,0.44491248316984033,False,0.5550875168301597,False,0.6357222337706803,-0.6021273667221101,48.36000061035156,19219500,TSLA,48.6846669514974,0.7497204483075681,49.43438739980497,47.93494650318983,0.0,0.0,0.0,0.6996643562338003,1.0682742806891263,0.0,0.004319658191973552,-0.2899811592596697,-0.31010683216997115,-0.22774440060003853,0.7948942378300728,0.0
2016-05-03,29578.0,33940.0,63518.0,0.5343367234484713,False,0.4656632765515287,False,0.7762885589975067,0.22111280329630878,46.4640007019043,21511000,TSLA,47.65866724650065,1.0398255303781965,48.698492776878844,46.61884171612245,1.0,0.0,1.0,0.8255054354760875,0.9956853982024187,0.0,-0.03920595294701923,0.11922786753037284,0.386951006505847,0.17985921123618875,0.8623879976572235,0.0
2016-05-04,83853.0,103273.0,187126.0,0.5518901702596112,False,0.4481098297403888,False,1.8549733341263706,1.3895409930063498,44.512001037597656,43502500,TSLA,46.445334116617836,1.924067698661673,48.36940181527951,44.52126641795616,1.0,0.0,1.0,1.7190094727784808,0.9706545399237633,1.0,-0.04201101142430552,1.0223374087676071,0.8503755124783938,1.0823720824891838,1.3592757004085025,1.0
2016-05-05,114011.0,121748.0,235759.0,0.5164087055001082,False,0.48359129449989186,False,1.454096705818015,-0.21610910568542208,42.305999755859375,56274000,TSLA,44.42733383178711,2.0802930968092954,46.5076269285964,42.34704073497782,1.0,0.0,1.0,2.172206647977573,1.058404917910275,1.0,-0.04955969694274032,0.2935808286880064,0.0811953749113341,0.26363855602644093,1.9148616226399966,1.0
2016-05-06,56886.0,77419.0,134305.0,0.5764416812479058,False,0.4235583187520941,False,0.7231195821891994,-0.5027018634345904,42.986000061035156,28426000,TSLA,43.26800028483073,1.1297139055633811,44.397714190394105,42.13828637926735,0.0,0.0,0.0,1.1153268175165871,1.0569122604700716,1.0,0.016073377513826648,-0.49486441340583576,-0.4569448375826898,-0.4865466328652437,1.933958896630767,1.0
2016-05-09,32674.0,31489.0,64163.0,0.4907657060922962,False,0.5092342939077038,False,0.44329118180122373,-0.38697389377952207,41.784000396728516,23882000,TSLA,42.35866673787435,0.6027280949932653,42.96139483286762,41.755938642881084,0.0,0.0,0.0,0.9791567370325385,1.0305131085782993,0.0,-0.027962584622899134,-0.1598536551044818,-0.4664772275307272,-0.1220898469806797,1.7487588664468237,0.0
2016-05-10,31312.0,29861.0,61173.0,0.48814019256861685,False,0.5118598074313832,False,0.7068182605982877,0.594478504459022,41.737998962402344,20353000,TSLA,42.169333140055336,0.7076282059506775,42.87696134600601,41.46170493410466,0.0,0.0,0.0,0.8492013572701888,1.0309174987847651,0.0,-0.0011009341826871966,-0.14776819361862492,0.17404217893407536,-0.1327217337606197,1.0477657157656153,0.0
2016-05-11,46637.0,39472.0,86109.0,0.4583957542184905,False,0.5416042457815095,False,1.221721960793587,0.7284810380527775,41.79199981689453,25809500,TSLA,41.77133305867513,0.029143938674371754,41.800476997349506,41.74218912000076,0.0,0.0,0.0,1.0742186687088733,1.0507091973869689,1.0,0.001293805544938298,0.2680931558001278,-0.9588146170131563,0.2649752140788102,1.0240049209225834,1.0
2016-05-12,47158.0,43070.0,90228.0,0.4773462783171521,False,0.5226537216828478,False,1.139674118984464,-0.06715754029323306,41.45600128173828,18252500,TSLA,41.662000020345054,0.18043179681564553,41.8424318171607,41.48156822352941,1.0,0.0,1.0,0.7635152446835768,1.0576799084591921,0.0,-0.008039781217179742,-0.2927991630988589,5.191057386979457,-0.28923666388961355,0.9758821135845628,0.0
2016-05-13,39224.0,39795.0,79019.0,0.5036130550880168,False,0.4963869449119832,False,0.9283392597001833,-0.18543446390850393,41.52199935913086,14114000,TSLA,41.59000015258789,0.17802200661671358,41.768022159204605,41.411978145971176,0.0,0.0,0.0,0.5961946862469494,1.0596297190979491,0.0,0.001592002975493223,-0.22673606355293796,-0.013355684759899233,-0.21914501328126068,0.9325942730448861,0.0
2016-05-16,23173.0,25802.0,48975.0,0.52684022460439,False,0.47315977539561,False,0.6732822538515822,-0.2747454695937068,41.65800094604492,14747000,TSLA,41.54533386230469,0.10300165228646249,41.64833551459115,41.44233221001822,0.0,-1.0,-1.0,0.6317532362520202,1.0602456804857576,0.0,0.0032754103610899143,0.04484908601388682,-0.42141056465997506,0.05964251414066135,0.7078957114360976,0.0
2016-05-17,25325.0,33377.0,58702.0,0.5685836939116214,False,0.4314163060883786,False,0.9432767707931611,0.4010123768999505,40.93199920654297,14218000,TSLA,41.37066650390625,0.3859350414807592,41.75660154538701,40.98473146242549,1.0,0.0,1.0,0.632909701974226,1.0474777504292985,0.0,-0.017427666306942147,-0.03587170271919715,2.7468820442551545,0.0018305655687127498,0.6307216711350125,0.0
2016-05-18,52110.0,53959.0,106069.0,0.5087160244746345,False,0.49128397552536557,False,1.4887155783032195,0.5782383542122238,42.23400115966797,28087500,TSLA,41.60800043741862,0.6524395064927183,42.26043994391134,40.9555609309259,0.0,0.0,0.0,1.2444423768350956,1.0773511125058224,1.0,0.031808902041532194,0.9754888169925446,0.6905422839797917,0.9662242069497824,1.0130698735516734,1.0
2016-05-19,63263.0,77541.0,140804.0,0.5507016846112326,False,0.44929831538876736,False,1.3823513049169598,-0.07144700770008039,43.04199981689453,34331500,TSLA,42.06933339436849,1.0645948753481296,43.13392826971662,41.004738519020364,0.0,0.0,0.0,1.4552703026346745,1.133123065335142,1.0,0.019131473103196628,0.2223052959501557,0.6317143041674642,0.16941557899672532,1.3244447228376965,1.0
2016-05-20,91113.0,70844.0,161957.0,0.4374247485443667,False,0.5625752514556333,False,1.1884426289655847,-0.14027452736627144,44.055999755859375,45035500,TSLA,43.11066691080729,0.9129381679339768,44.02360507874127,42.19772874287331,0.0,-1.0,-1.0,1.8089197814137414,1.2130526553925804,1.0,0.023558383515601244,0.311783638932176,-0.14245485388473256,0.24301291529058688,1.6454945599832886,1.0
2016-05-23,44652.0,41450.0,86102.0,0.48140577454646816,False,0.5185942254535318,False,0.6642596492852239,-0.4410671301286183,43.24399948120117,25512500,TSLA,43.447333017985024,0.5367097581010759,43.9840427760861,42.91062325988395,0.0,0.0,0.0,1.0102200012671059,1.2315118349690222,0.0,-0.01843109404299037,-0.4335024591710983,-0.4121072193578279,-0.4415341069035248,1.6249136504664292,0.0
2016-05-24,25672.0,25716.0,51388.0,0.5004281155133494,False,0.4995718844866506,False,0.5148290014593567,-0.22495818914585863,43.582000732421875,15069000,TSLA,43.627333323160805,0.4078938518150808,44.03522717497589,43.21943947134572,0.0,0.0,0.0,0.5979311083688135,1.234614025149747,0.0,0.007816142245761437,-0.4093483586477217,-0.24001036750618543,-0.4081179271655321,1.4468653805680187,0.0
2016-05-25,28147.0,29853.0,58000.0,0.5147068965517242,False,0.48529310344827586,False,0.8900711033812471,0.7288674508588535,43.91600036621094,15634000,TSLA,43.580666859944664,0.33600242822825094,43.91666928817291,43.244664431716416,0.0,0.0,0.0,0.6208365846442817,1.2382620880272102,0.0,0.007663705845899704,0.03749419337713178,-0.17625032411476982,0.03830788523105211,0.8588489366795703,0.0
2016-05-26,52109.0,44301.0,96410.0,0.45950627528264704,False,0.540493724717353,False,1.4054072439965404,0.5789831156832397,45.02399826049805,20362000,TSLA,44.17399978637695,0.7548258033141898,44.928825589691144,43.41917398306276,0.0,-1.0,-1.0,0.7963082458301558,1.2487663632943509,0.0,0.025229936356854665,0.3024178073429704,1.2464891319220661,0.2826374371710285,0.7259554009150837,0.0
2016-05-27,66023.0,45205.0,111228.0,0.4064174488438163,False,0.5935825511561837,False,1.2561606396675173,-0.10619456030738261,44.608001708984375,18251500,TSLA,44.51600011189779,0.5596990743569202,45.07569918625471,43.95630103754087,0.0,0.0,0.0,0.7262941647557415,1.2419287854472683,0.0,-0.009239440466988658,-0.10364895393379825,-0.2585056420972002,-0.08792334054185791,0.7586448741553407,0.0
2016-05-31,20620.0,23403.0,44023.0,0.5316084773868205,False,0.46839152261317946,False,0.5247892998915208,-0.5822275564768349,44.645999908447266,13945000,TSLA,44.75933329264323,0.22999266226939033,44.989325954912616,44.52934063037384,0.0,0.0,0.0,0.5608081750509735,1.2380554624000488,0.0,0.0008518247401170242,-0.23595320932526098,-0.5890780013641331,-0.22784981311315133,0.7549363936465726,0.0
2016-06-01,34788.0,31278.0,66066.0,0.4734356552538371,False,0.526564344746163,False,0.895538978026993,0.7064733945835213,43.9119987487793,14913500,TSLA,44.38866678873698,0.41324360978530655,44.80191039852228,43.97542317895167,1.0,0.0,1.0,0.607820541428369,1.2307311352605759,0.0,-0.016440468601288782,0.06945141627823603,0.7967686695207452,0.08382967379732387,0.6742788615899495,0.0
2016-06-02,25926.0,22654.0,48580.0,0.46632358995471385,False,0.5336764100452861,False,0.9185159041778798,0.02565709222563206,43.79199981689453,10164000,TSLA,44.11666615804037,0.46232629213923065,44.5789924501796,43.654339865901136,0.0,0.0,0.0,0.44444250101665567,1.1585230453691981,0.0,-0.0027327139575513693,-0.3184698427599155,0.11877420773529712,-0.26879321983389615,0.5797437037479714,0.0
2016-06-03,46399.0,33434.0,79833.0,0.41879924342064057,False,0.5812007565793594,False,1.2314902894399908,0.3407392118509256,43.79800033569336,11145000,TSLA,43.83399963378906,0.06761581184065657,43.901615445629716,43.76638382194841,0.0,0.0,0.0,0.5406873934210303,1.0270654890162934,0.0,0.00013702317372854544,0.09651711924439188,-0.8537487203511802,0.21655195482928824,0.5720435580606029,0.0
