DataDate,profit
2016-02-26,16.0
2016-02-26,43.0
2016-02-29,19.0
2016-02-29,45.0
2016-03-01,14.0
2016-03-01,41.0
2016-03-02,14.0
2016-03-02,41.0
2016-03-03,14.0
2016-03-03,41.0
2016-03-04,14.0
2016-03-04,41.0
2016-03-07,14.0
2016-03-07,41.0
2016-03-08,16.0
2016-03-08,14.0
2016-03-08,43.0
2016-03-08,42.0
2016-03-09,14.0
2016-03-09,42.0
2016-03-10,16.0
2016-03-10,43.0
2016-03-11,15.0
2016-03-11,42.0
2016-03-14,15.0
2016-03-14,42.0
2016-03-15,15.0
2016-03-15,42.0
2016-03-16,17.0
2016-03-16,15.0
2016-03-16,44.0
2016-03-16,42.0
2016-03-17,17.0
2016-03-17,15.0
2016-03-17,44.0
2016-03-17,42.0
2016-03-18,15.0
2016-03-18,42.0
2016-03-21,15.0
2016-03-21,42.0
2016-03-22,15.0
2016-03-22,42.0
2016-03-23,15.0
2016-03-23,42.0
2016-03-24,15.0
2016-03-24,42.0
2016-03-28,42.0
2016-03-29,44.0
2016-03-29,42.0
2016-03-30,42.0
2016-03-31,42.0
2016-04-01,42.0
2016-04-04,42.0
2016-04-05,44.0
2016-04-06,44.0
2016-04-06,42.0
2016-04-07,45.0
2016-04-08,44.0
2016-04-11,44.0
2016-04-12,42.0
2016-04-13,40.0
2016-04-14,40.0
2016-04-15,40.0
2016-04-18,40.0
2016-04-19,39.0
2016-04-19,38.0
2016-04-20,37.0
2016-04-21,39.0
2016-04-21,37.0
2016-04-22,37.0
2016-04-25,39.0
2016-04-25,37.0
2016-04-26,37.0
2016-04-27,37.0
2016-04-28,39.0
2016-04-28,37.0
2016-04-29,39.0
2016-04-29,37.0
2016-05-02,37.0
2016-05-03,39.0
2016-05-04,39.0
2016-05-05,41.0
2016-05-05,40.0
2016-05-06,39.0
2016-05-09,41.0
2016-05-09,40.0
2016-05-10,39.0
2016-05-11,39.0
2016-05-12,39.0
2016-05-13,41.0
2016-05-13,39.0
2016-05-16,39.0
2016-05-17,39.0
2016-05-18,37.0
2016-05-19,39.0
2016-05-19,37.0
2016-05-20,39.0
2016-05-20,37.0
2016-05-23,39.0
2016-05-23,37.0
2016-05-24,37.0
2016-05-25,37.0
2016-05-25,35.0
2016-05-26,37.0
2016-05-27,37.0
2016-05-27,35.0
2016-05-31,37.0
2016-05-31,35.0
2016-06-01,37.0
2016-06-01,35.0
2016-06-02,37.0
2016-06-02,35.0
2016-06-03,37.0
2016-06-06,37.0
2016-06-06,35.0
2016-06-07,37.0
2016-06-08,37.0
2016-06-08,35.0
2016-06-09,37.0
2016-06-10,37.0
