DataDate,profit
2016-02-26,-1.0
2016-02-26,-1.0
2016-02-26,0.0
2016-02-26,-1.0
2016-02-26,11.0
2016-02-26,6.0
2016-02-26,15.0
2016-02-26,11.0
2016-02-26,20.0
2016-02-26,16.0
2016-02-26,36.0
2016-02-26,33.0
2016-02-26,50.0
2016-02-26,46.0
2016-02-26,6.0
2016-02-26,3.0
2016-02-29,-1.0
2016-02-29,-1.0
2016-02-29,1.0
2016-02-29,-1.0
2016-02-29,11.0
2016-02-29,6.0
2016-02-29,15.0
2016-02-29,11.0
2016-02-29,20.0
2016-02-29,16.0
2016-02-29,37.0
2016-02-29,33.0
2016-02-29,50.0
2016-02-29,46.0
2016-02-29,7.0
2016-02-29,3.0
2016-03-01,-1.0
2016-03-01,-0.0
2016-03-01,-1.0
2016-03-01,-0.0
2016-03-01,6.0
2016-03-01,2.0
2016-03-01,11.0
2016-03-01,6.0
2016-03-01,16.0
2016-03-01,12.0
2016-03-01,32.0
2016-03-01,28.0
2016-03-01,45.0
2016-03-01,41.0
2016-03-01,2.0
2016-03-01,-2.0
2016-03-02,-1.0
2016-03-02,-0.0
2016-03-02,-1.0
2016-03-02,-0.0
2016-03-02,6.0
2016-03-02,1.0
2016-03-02,11.0
2016-03-02,6.0
2016-03-02,16.0
2016-03-02,12.0
2016-03-02,32.0
2016-03-02,28.0
2016-03-02,45.0
2016-03-02,41.0
2016-03-02,2.0
2016-03-02,-2.0
2016-03-03,-1.0
2016-03-03,-0.0
2016-03-03,-1.0
2016-03-03,-0.0
2016-03-03,6.0
2016-03-03,1.0
2016-03-03,11.0
2016-03-03,6.0
2016-03-03,16.0
2016-03-03,12.0
2016-03-03,32.0
2016-03-03,28.0
2016-03-03,45.0
2016-03-03,41.0
2016-03-03,2.0
2016-03-03,-2.0
2016-03-04,-0.0
2016-03-04,-0.0
2016-03-04,-0.0
2016-03-04,-0.0
2016-03-04,1.0
2016-03-04,-0.0
2016-03-04,6.0
2016-03-04,2.0
