DataDate,profit
2016-02-26,5.0
2016-02-26,1.0
2016-02-26,8.0
2016-02-26,4.0
2016-02-26,18.0
2016-02-26,15.0
2016-02-26,22.0
2016-02-26,19.0
2016-02-26,27.0
2016-02-26,23.0
2016-02-26,43.0
2016-02-26,40.0
2016-02-26,56.0
2016-02-26,53.0
2016-02-26,13.0
2016-02-26,10.0
2016-02-29,6.0
2016-02-29,2.0
2016-02-29,9.0
2016-02-29,5.0
2016-02-29,19.0
2016-02-29,15.0
2016-02-29,22.0
2016-02-29,19.0
2016-02-29,27.0
2016-02-29,24.0
2016-02-29,44.0
2016-02-29,41.0
2016-02-29,57.0
2016-02-29,53.0
2016-02-29,13.0
2016-02-29,10.0
2016-03-01,1.0
2016-03-01,-1.0
2016-03-01,4.0
2016-03-01,0.0
2016-03-01,15.0
2016-03-01,10.0
2016-03-01,18.0
2016-03-01,15.0
2016-03-01,23.0
2016-03-01,19.0
2016-03-01,39.0
2016-03-01,36.0
2016-03-01,52.0
2016-03-01,49.0
2016-03-01,8.0
2016-03-01,5.0
2016-03-02,1.0
2016-03-02,-1.0
2016-03-02,4.0
2016-03-02,0.0
2016-03-02,14.0
2016-03-02,10.0
2016-03-02,18.0
2016-03-02,14.0
2016-03-02,23.0
2016-03-02,19.0
2016-03-02,39.0
2016-03-02,36.0
2016-03-02,52.0
2016-03-02,49.0
2016-03-02,8.0
2016-03-02,5.0
2016-03-03,1.0
2016-03-03,-1.0
2016-03-03,4.0
2016-03-03,0.0
2016-03-03,14.0
2016-03-03,10.0
2016-03-03,18.0
2016-03-03,14.0
2016-03-03,23.0
2016-03-03,19.0
2016-03-03,39.0
2016-03-03,36.0
2016-03-03,52.0
2016-03-03,49.0
2016-03-03,8.0
2016-03-03,5.0
2016-03-04,-1.0
2016-03-04,-1.0
2016-03-04,-0.0
2016-03-04,-1.0
2016-03-04,10.0
2016-03-04,6.0
2016-03-04,14.0
2016-03-04,11.0
2016-03-04,19.0
2016-03-04,16.0
2016-03-04,36.0
2016-03-04,32.0
2016-03-04,49.0
2016-03-04,45.0
2016-03-04,5.0
2016-03-04,2.0
2016-03-07,-0.0
2016-03-07,-1.0
2016-03-07,10.0
2016-03-07,6.0
2016-03-07,14.0
2016-03-07,11.0
2016-03-07,19.0
2016-03-07,15.0
2016-03-07,35.0
2016-03-07,32.0
2016-03-07,49.0
2016-03-07,45.0
2016-03-07,5.0
2016-03-07,2.0
2016-03-08,4.0
2016-03-08,0.0
2016-03-08,15.0
2016-03-08,10.0
2016-03-08,18.0
2016-03-08,15.0
2016-03-08,23.0
2016-03-08,19.0
2016-03-08,39.0
2016-03-08,36.0
2016-03-08,52.0
2016-03-08,49.0
2016-03-08,9.0
2016-03-08,6.0
2016-03-09,4.0
2016-03-09,-0.0
2016-03-09,14.0
2016-03-09,10.0
2016-03-09,18.0
2016-03-09,14.0
2016-03-09,22.0
2016-03-09,19.0
2016-03-09,39.0
2016-03-09,36.0
2016-03-09,52.0
2016-03-09,49.0
2016-03-09,8.0
2016-03-09,5.0
2016-03-10,4.0
2016-03-10,0.0
2016-03-10,14.0
2016-03-10,10.0
2016-03-10,18.0
2016-03-10,14.0
2016-03-10,22.0
2016-03-10,19.0
2016-03-10,39.0
2016-03-10,36.0
2016-03-10,52.0
2016-03-10,49.0
2016-03-10,8.0
2016-03-10,5.0
2016-03-11,-0.0
2016-03-11,-1.0
2016-03-11,10.0
2016-03-11,6.0
2016-03-11,14.0
2016-03-11,10.0
2016-03-11,18.0
2016-03-11,15.0
2016-03-11,35.0
2016-03-11,31.0
2016-03-11,48.0
2016-03-11,44.0
2016-03-11,4.0
2016-03-11,1.0
2016-03-14,-0.0
2016-03-14,-1.0
2016-03-14,10.0
2016-03-14,6.0
2016-03-14,14.0
2016-03-14,10.0
2016-03-14,18.0
2016-03-14,15.0
2016-03-14,35.0
2016-03-14,32.0
2016-03-14,48.0
2016-03-14,45.0
2016-03-14,4.0
2016-03-14,1.0
2016-03-15,-0.0
2016-03-15,-1.0
2016-03-15,10.0
2016-03-15,6.0
2016-03-15,14.0
2016-03-15,10.0
2016-03-15,19.0
2016-03-15,15.0
