DataDate,Actual,Predicted
2018-11-01,-0.22912441647462806,0.05538612
2018-11-02,0.19330423128759716,0.10996049
2018-11-05,0.21818386795579675,0.12882538
2018-11-07,0.4588444084104351,0.1098767
2018-11-08,-0.2422845118049332,0.044336636
2018-11-09,-0.3092442959939469,0.05639693
2018-11-12,-0.06411251666385456,0.112291224
2018-11-13,0.3055391945201859,0.11860031
2018-11-14,0.1773111578204818,0.08004697
2018-11-15,-0.21924849935365834,0.058963403
2018-11-16,-0.05954077815496711,0.10855002
2018-11-19,0.024662030618911614,0.1596472
2018-11-20,0.9804135365330772,0.1536804
2018-11-21,-0.2740146179883591,0.008206414
2018-11-23,-0.27667126291274186,0.020506747
2018-11-26,0.058099005912073586,0.095728874
2018-11-27,0.6625489752409947,0.123541914
2018-11-28,-0.6426933281525706,0.040736448
2018-11-29,0.21656607121246185,0.13279083
2018-11-30,0.5026467429843112,0.16005531
2018-12-03,0.2380558669566295,0.10443149
2018-12-04,-0.05086771329448269,0.015769241
2018-12-06,-0.1908706838977017,8.303212e-05
2018-12-07,-0.10397680918412586,0.009437744
2018-12-10,0.03580490512102365,0.03144636
2018-12-11,0.3932810148242393,0.055486403
2018-12-12,-0.20318412114420814,0.013230117
2018-12-13,-0.35128640654853255,0.079069905
2018-12-14,0.6477171522145344,0.11328942
2018-12-17,-0.02032154892307859,0.117621
2018-12-18,0.251111983645976,0.08698736
2018-12-19,-0.5067400537016828,0.09355932
2018-12-20,0.7790762923492383,0.15523267
2018-12-21,-0.23464518067270926,0.019251596
2018-12-24,0.1503949293552551,0.0127468025
2018-12-26,0.07771848239183152,0.060329903
2018-12-27,-0.1483701685624561,0.13011049
2018-12-28,0.0741594948460746,0.1558959
2018-12-31,-0.010916178435493005,0.1703567
2019-01-02,0.08469851607926288,0.1586645
2019-01-03,-0.2992070983392924,0.11939893
2019-01-04,0.24365397339173384,0.10848067
2019-01-07,0.14856743331990588,0.10049408
2019-01-08,-0.14647977717041064,0.09689255
2019-01-09,1.3636103403089366,0.11847134
2019-01-10,-0.6358163444740101,-0.3809701
2019-01-11,-0.08432275515397962,-0.2310266
2019-01-14,0.27557576583388005,-0.016912734
2019-01-15,0.06514150245472666,0.1188579
2019-01-16,-0.26919167553251916,0.21189888
2019-01-17,-0.086271319439526,0.28295732
2019-01-18,1.2919465219703898,0.31666172
2019-01-22,0.0015750652895536446,-0.08158364
2019-01-23,-0.3854984232472207,-0.11539039
2019-01-24,-0.44439411947087304,0.005835159
2019-01-25,0.8726509095199173,0.14978823
2019-01-28,-0.1352050856455836,0.12114613
2019-01-29,0.3707660407877073,0.108362764
2019-01-30,0.14230622403855,0.04089149
2019-01-31,-0.3478354727405583,-0.004639322
2019-02-01,-0.07844065530928375,0.056764387
2019-02-04,0.2614208769829872,0.11858755
2019-02-05,-1.0,0.09825137
2019-02-06,0.0,0.19926323
2019-02-07,-0.26641197880026934,0.2431832
2019-02-08,-0.05117712465017135,0.24056944
2019-02-11,0.2911375731558411,0.19224946
2019-02-12,-0.33340375668028743,0.08447389
2019-02-13,-0.11086349357813335,0.13382195
2019-02-14,0.3714559230307337,0.18960328
2019-02-15,0.16757229497833412,0.13484532
2019-02-19,-0.21834296594863997,0.13040838
2019-02-20,0.30508815340053475,0.1563573
2019-02-21,-0.40840204222118826,0.027653705
2019-02-22,0.03913278944198457,0.04604268
2019-02-25,-0.2727816897700631,0.08021738
2019-02-26,0.3614736874356915,0.15349351
2019-02-27,0.3046713642192685,0.15720588
2019-02-28,-0.32205819355728427,0.042658355
2019-03-01,-0.02954214171065893,0.08697623
2019-03-04,0.2766957827538647,0.07729916
2019-03-05,0.16875729944877604,0.075052865
2019-03-06,0.517252007079414,0.055966053
2019-03-07,-0.49214616014986035,-0.07073621
2019-03-08,-0.022237938827717813,-0.0050380663
2019-03-11,-0.0962156223093972,0.060682274
2019-03-12,0.17647493389374228,0.14603554
2019-03-13,0.506837503015263,0.15773769
2019-03-14,-0.18356409993047418,0.06510533
2019-03-15,-0.2908182546756676,0.0480209
2019-03-18,0.32525678102807265,0.10199462
2019-03-19,-0.08228078791099497,0.11063817
2019-03-20,0.16670845726651248,0.13106239
2019-03-21,-0.08937817235797882,0.13503355
2019-03-22,-0.24232554539590725,0.140624
2019-03-25,0.5734421210095865,0.15166484
2019-03-26,0.5117387309669241,0.07471508
2019-03-27,-0.38173405163986257,-0.14546488
2019-03-28,-0.4682462357760795,-0.040353462
2019-03-29,-0.2704744605535837,0.124063425
2019-04-01,1.511735854660247,0.24381183
2019-04-02,0.3674096983297022,0.0938186
2019-04-03,-0.33816967201110204,-0.038730785
2019-04-04,0.04094825193986825,0.005531978
2019-04-05,-0.06318413423316191,-0.013078852
2019-04-08,-0.2754565800650312,0.06015731
2019-04-09,0.7569750045217636,0.12635392
2019-04-10,0.22616061434944146,0.07631879
2019-04-11,-0.0991080797268385,-0.036557917
2019-04-12,-0.10454752850519053,-0.0227495
2019-04-15,0.36108442996283147,0.040185194
2019-04-16,-0.16343188104151532,-0.030768933
2019-04-17,-0.5408364063203612,-0.0056194104
2019-04-18,-0.2808888484215152,0.14148302
2019-04-22,1.3223929577589018,0.25821978
2019-04-23,0.40423249045896276,0.09107108
